timestamp,window,current_attack_label,current_flow_count,current_flow_duration_mean,current_fwd_packets_mean,current_bwd_packets_mean,current_fwd_bytes_sum,current_bwd_bytes_sum,current_flow_iat_mean,current_flow_iat_std,current_flow_iat_max,current_flow_iat_min,current_fwd_iat_mean,current_bwd_iat_mean,current_syn_count,current_ack_count,current_rst_count,current_fin_count,current_psh_fwd_count,current_psh_bwd_count,current_urg_fwd_count,current_urg_bwd_count,current_packet_length_mean,current_packet_length_std,current_packets_per_second,current_bytes_per_second,current_down_up_ratio,current_active_mean,current_active_std,current_idle_mean,current_idle_std,next_flow_count,next_flow_duration_mean,next_fwd_packets_mean,next_bwd_packets_mean,next_fwd_bytes_sum,next_bwd_bytes_sum,next_flow_iat_mean,next_flow_iat_std,next_flow_iat_max,next_flow_iat_min,next_fwd_iat_mean,next_bwd_iat_mean,next_syn_count,next_ack_count,next_rst_count,next_fin_count,next_psh_fwd_count,next_psh_bwd_count,next_urg_fwd_count,next_urg_bwd_count,next_packet_length_mean,next_packet_length_std,next_packets_per_second,next_bytes_per_second,next_down_up_ratio,next_active_mean,next_active_std,next_idle_mean,next_idle_std,next_attack_label,next_timestamp
2018-02-28 01:00:00,0,0,356.0,9018930.676966293,5.379213483146067,3.6713483146067416,162763.0,342800.0,1378545.9622955986,1217681.353553466,56320408.0,0.0,1830619.0803607977,1270965.780756676,10.0,123.0,84.0,0.0,10.0,0.0,0.0,0.0,85.0530479637955,137.60573013015676,0.0,26928.583183088424,0.3932584269662921,751181.1464956395,348666.33389538474,4017583.317335474,424130.2415513839,549.0,9899782.426229509,5.049180327868853,5.063752276867031,223261.0,1621633.0,1294712.870471869,1217702.1202842998,59936525.0,0.0,1629853.403073683,1278972.5476833675,80.0,227.0,106.0,4.0,80.0,0.0,0.0,0.0,85.99321682834172,118.70294944224936,0.0,0.0,0.4316939890710382,347686.14908639784,26996.93120663281,3903501.4445835953,358155.569900328,0.0,2018-02-28 01:01:00
2018-02-28 01:01:00,1,0,549.0,9899782.426229509,5.049180327868853,5.063752276867031,223261.0,1621633.0,1294712.870471869,1217702.1202842998,59936525.0,0.0,1629853.403073683,1278972.5476833675,80.0,227.0,106.0,4.0,80.0,0.0,0.0,0.0,85.99321682834172,118.70294944224936,0.0,0.0,0.4316939890710382,347686.14908639784,26996.93120663281,3903501.4445835953,358155.569900328,1438.0,17495980.80319889,5.212795549374131,4.748956884561892,564694.0,2387136.0,1278639.275300527,1529193.2680736794,59000000.0,0.0,1806740.4330565897,1227615.7061827765,57.0,269.0,413.0,6.0,57.0,0.0,0.0,0.0,101.97708461273568,146.5680126305082,0.0,0.0,0.6557719054242003,207504.00115486167,179206.48177833256,5795109.9970358405,150895.28216801735,0.0,2018-02-28 01:02:00
2018-02-28 01:02:00,2,0,1438.0,17495980.80319889,5.212795549374131,4.748956884561892,564694.0,2387136.0,1278639.275300527,1529193.2680736794,59000000.0,0.0,1806740.4330565897,1227615.7061827765,57.0,269.0,413.0,6.0,57.0,0.0,0.0,0.0,101.97708461273568,146.5680126305082,0.0,0.0,0.6557719054242003,207504.00115486167,179206.48177833256,5795109.9970358405,150895.28216801735,685.0,17850666.848175183,6.211678832116788,5.957664233576643,320035.0,1927856.0,1102665.104238527,1758216.0191161253,59936460.0,0.0,1608738.3443425973,1558013.3081775308,30.0,176.0,199.0,4.0,30.0,0.0,0.0,0.0,101.02803365940234,146.8450912403029,0.0,0.0,0.5824817518248175,401010.54523352574,172857.45318338604,6197070.650696001,355697.77734451066,0.0,2018-02-28 01:03:00
2018-02-28 01:03:00,3,0,685.0,17850666.848175183,6.211678832116788,5.957664233576643,320035.0,1927856.0,1102665.104238527,1758216.0191161253,59936460.0,0.0,1608738.3443425973,1558013.3081775308,30.0,176.0,199.0,4.0,30.0,0.0,0.0,0.0,101.02803365940234,146.8450912403029,0.0,0.0,0.5824817518248175,401010.54523352574,172857.45318338604,6197070.650696001,355697.77734451066,1413.0,13988517.36022647,4.438782731776362,3.930644019815994,384026.0,1876257.0,833904.9421874586,1447604.3371960332,59000000.0,0.0,1238922.1709536242,938323.6287364952,127.0,332.0,316.0,6.0,127.0,0.0,0.0,0.0,81.59543070067403,110.52286262547976,0.0,0.0,0.6334041047416844,199097.56081685665,55794.80958128214,5117893.28927837,120101.8278982645,0.0,2018-02-28 01:04:00
2018-02-28 01:04:00,4,0,1413.0,13988517.36022647,4.438782731776362,3.930644019815994,384026.0,1876257.0,833904.9421874586,1447604.3371960332,59000000.0,0.0,1238922.1709536242,938323.6287364952,127.0,332.0,316.0,6.0,127.0,0.0,0.0,0.0,81.59543070067403,110.52286262547976,0.0,0.0,0.6334041047416844,199097.56081685665,55794.80958128214,5117893.28927837,120101.8278982645,445.0,11572773.696629211,5.197752808988764,3.2651685393258427,186018.0,337749.0,2395226.817067276,1195582.5483045925,59936415.0,0.0,2674770.059426115,1203109.2880829105,61.0,212.0,99.0,8.0,61.0,0.0,0.0,0.0,73.07953837355798,114.8256011725856,0.0,120113.96567168144,0.3617977528089887,725383.2431870209,342864.2471752336,4673455.235233231,373707.107942615,0.0,2018-02-28 01:05:00
2018-02-28 01:05:00,5,0,445.0,11572773.696629211,5.197752808988764,3.2651685393258427,186018.0,337749.0,2395226.817067276,1195582.5483045925,59936415.0,0.0,2674770.059426115,1203109.2880829105,61.0,212.0,99.0,8.0,61.0,0.0,0.0,0.0,73.07953837355798,114.8256011725856,0.0,120113.96567168144,0.3617977528089887,725383.2431870209,342864.2471752336,4673455.235233231,373707.107942615,552.0,7362444.219202898,5.244565217391305,4.09963768115942,305467.0,617960.0,958691.799652442,926539.4614442156,58400000.0,0.0,1130531.1645631597,657146.4826938186,29.0,205.0,177.0,4.0,29.0,0.0,0.0,0.0,100.1355442240924,161.58156203765995,0.0,173769.84591747573,0.4746376811594203,279438.31643271475,227094.5671339274,2877779.344844015,243537.04073066064,0.0,2018-02-28 01:06:00
2018-02-28 01:06:00,6,0,552.0,7362444.219202898,5.244565217391305,4.09963768115942,305467.0,617960.0,958691.799652442,926539.4614442156,58400000.0,0.0,1130531.1645631597,657146.4826938186,29.0,205.0,177.0,4.0,29.0,0.0,0.0,0.0,100.1355442240924,161.58156203765995,0.0,173769.84591747573,0.4746376811594203,279438.31643271475,227094.5671339274,2877779.344844015,243537.04073066064,652.0,5468331.455521473,4.855828220858895,3.2576687116564416,273504.0,588197.0,1048777.9645595497,755942.278218823,59936383.0,0.0,1179581.6140792435,698530.0785256457,101.0,287.0,179.0,8.0,101.0,0.0,0.0,0.0,88.98105972386381,135.62813959876735,0.0,771053.1794877845,0.4003067484662577,489974.8499488242,247883.8862303324,2639039.2264826177,212643.2220870453,0.0,2018-02-28 01:07:00
2018-02-28 01:07:00,7,0,652.0,5468331.455521473,4.855828220858895,3.2576687116564416,273504.0,588197.0,1048777.9645595497,755942.278218823,59936383.0,0.0,1179581.6140792435,698530.0785256457,101.0,287.0,179.0,8.0,101.0,0.0,0.0,0.0,88.98105972386381,135.62813959876735,0.0,771053.1794877845,0.4003067484662577,489974.8499488242,247883.8862303324,2639039.2264826177,212643.2220870453,1151.0,16847767.181581233,6.119026933101651,5.816681146828844,1020195.0,3046102.0,1115260.4001491503,1346858.5920286858,59242081.0,0.0,1491947.3938041497,999554.5562251604,43.0,159.0,382.0,0.0,43.0,0.0,0.0,0.0,110.6764481836112,153.7457298733292,7347.572537742306,155630.54679051373,0.6394439617723718,151456.13750944205,99181.64919499168,5239106.290477793,217977.0467927564,0.0,2018-02-28 01:08:00
2018-02-28 01:08:00,8,0,1151.0,16847767.181581233,6.119026933101651,5.816681146828844,1020195.0,3046102.0,1115260.4001491503,1346858.5920286858,59242081.0,0.0,1491947.3938041497,999554.5562251604,43.0,159.0,382.0,0.0,43.0,0.0,0.0,0.0,110.6764481836112,153.7457298733292,7347.572537742306,155630.54679051373,0.6394439617723718,151456.13750944205,99181.64919499168,5239106.290477793,217977.0467927564,605.0,8545700.940495867,6.011570247933884,5.019834710743802,349366.0,909402.0,1187353.1768388578,883291.1673469748,59936402.0,0.0,1381721.3438197598,907100.1604991232,9.0,122.0,229.0,0.0,9.0,0.0,0.0,0.0,109.16549770977188,174.24457389969075,0.0,0.0,0.4760330578512396,365486.946005428,326647.3726884667,3067178.9777210616,258965.18069800592,0.0,2018-02-28 01:09:00
2018-02-28 01:09:00,9,0,605.0,8545700.940495867,6.011570247933884,5.019834710743802,349366.0,909402.0,1187353.1768388578,883291.1673469748,59936402.0,0.0,1381721.3438197598,907100.1604991232,9.0,122.0,229.0,0.0,9.0,0.0,0.0,0.0,109.16549770977188,174.24457389969075,0.0,0.0,0.4760330578512396,365486.946005428,326647.3726884667,3067178.9777210616,258965.18069800592,1337.0,14844871.763649965,6.43455497382199,7.385938668661182,828545.0,7477715.0,1150122.1708327332,1161286.6177829823,59109659.0,0.0,1569254.9007006425,854533.9428868094,39.0,256.0,406.0,5.0,39.0,0.0,0.0,0.0,116.71424884902932,148.68161398243396,0.0,0.0,0.6664173522812267,233360.4543040014,80901.44559900198,4220831.867204129,133225.64800741448,0.0,2018-02-28 01:10:00
