timestamp,window,elapsed_seconds,attack_label,flow_count,flow_duration_mean,fwd_packets_mean,bwd_packets_mean,fwd_bytes_sum,bwd_bytes_sum,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_mean,bwd_iat_mean,syn_count,ack_count,rst_count,fin_count,psh_fwd_count,psh_bwd_count,urg_fwd_count,urg_bwd_count,packet_length_mean,packet_length_std,packets_per_second,bytes_per_second,down_up_ratio,active_mean,active_std,idle_mean,idle_std,packet_count,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,ttl_mean,ttl_std,tcp_window_mean,tcp_window_std,payload_mean,payload_std,payload_sum,payload_max,fragmented_packets
2018-02-28 08:22:00,0,0.0,0,5350.0,18655013.993271027,6.055140186915888,6.558317757009346,1805338.0,22538828.0,925533.735652586,1499314.7418240565,119455389.0,0.0,1519074.3325508432,1272093.8053437986,170.0,758.0,1577.0,17.0,170.0,0.0,0.0,0.0,110.46714746547602,143.81335232969158,0.0,0.0,0.734392523364486,273724.7152030807,136879.34493023387,5501884.602987067,96273.72646728334,1740,37,37,159,159,129.9557471264368,68.2561120557456,4781.9036845507435,14053.65947827604,407.6810344827586,783.5308826290332,709365,10446,0
2018-02-28 08:23:00,1,60.0,0,810.0,7523679.083950617,3.411111111111111,2.6419753086419755,191308.0,487179.0,1016787.9362135384,1514931.14729084,80600000.0,0.0,1862249.199006579,1849116.9902732945,4.0,309.0,144.0,18.0,4.0,0.0,0.0,0.0,66.3750882848763,88.9615652677074,0.0,75555.70875451309,0.6567901234567901,238514.58950629632,217242.97766560095,3204817.2773841377,233219.0489874762,424,36,34,52,52,117.44811320754717,55.13432680012935,15053.961165048544,25217.9956258492,83.2122641509434,414.00323457875317,35282,5728,0
2018-02-28 08:24:00,2,120.0,0,984.0,9324462.163617888,4.192073170731708,2.283536585365854,189965.0,466881.0,1134021.0793994276,1554991.697508081,65529580.0,0.0,1745307.811690211,1359919.7085246255,51.0,576.0,144.0,0.0,51.0,0.0,0.0,0.0,49.01676431828607,71.86342339723353,0.0,109436.93364499684,0.5477642276422764,976423.9158608534,478018.6053044277,3683119.517478648,119961.7883650814,243,26,25,38,38,114.70781893004116,50.359708377510536,11789.105042016807,23358.97557670582,68.73662551440329,227.81093676385893,16703,1460,0
2018-02-28 08:25:00,3,180.0,0,1249.0,3898766.601281025,2.745396317053643,1.4915932746196958,182045.0,409416.0,794128.7383493918,956451.720879338,75580438.0,0.0,1509892.7488157924,1263885.8020278537,299.0,697.0,130.0,22.0,299.0,0.0,0.0,0.0,47.4869671655976,56.26022313428006,0.0,0.0,0.4963971176941553,120623.36395173642,83794.63609533745,2052842.799475872,63730.77380875315,139,14,13,21,21,117.00719424460432,37.22191508185124,14966.810218978102,24663.187469185512,70.22302158273381,197.9929746654937,9761,1173,0
2018-02-28 08:26:00,4,240.0,0,1085.0,15151473.14562212,5.635023041474654,5.7778801843317975,340448.0,4229669.0,886939.7857083118,1450085.3433779243,110000000.0,0.0,1350189.3665711605,1033325.3774572506,26.0,127.0,230.0,0.0,26.0,0.0,0.0,0.0,94.01829643052378,111.5646872985539,0.0,0.0,0.7428571428571429,1096532.3894553296,349220.2087944572,4309716.484830302,296353.42408677214,190,12,12,17,17,124.5578947368421,33.60278893359665,32260.655555555557,30835.212726735674,250.61052631578949,544.7926122524063,47616,4949,0
2018-02-28 08:27:00,5,300.0,0,1696.0,11730764.480542451,3.932193396226415,3.875,378115.0,2987854.0,854304.2134366985,1475827.062250999,69211996.0,0.0,1777353.157281135,1583703.2761157206,32.0,227.0,375.0,2.0,32.0,0.0,0.0,0.0,79.87064092089688,94.66117928212884,0.0,178250.23664575344,0.7659198113207547,111906.62748039389,22531.76481759101,3644291.56568105,43873.58490299439,871,24,24,143,143,130.42250287026405,70.32022418778531,4876.677204658902,13445.46190612144,146.70952927669344,320.07178704645526,127784,1460,0
2018-02-28 08:28:00,6,360.0,0,627.0,17959092.751196172,7.066985645933015,4.637958532695375,249592.0,1190418.0,1078104.4247251824,1747218.715050824,61030371.0,0.0,1457747.4575317835,1232659.0473728522,26.0,202.0,175.0,1.0,26.0,0.0,0.0,0.0,96.26015357307624,142.03845180970686,0.0,0.0,0.6012759170653907,1495573.2134600305,815809.6007273739,5579803.92878319,370429.4603436676,212,24,25,32,32,116.42924528301887,50.34223814658817,10625.576354679803,22074.880576419895,82.70754716981132,242.30508234156434,17534,1460,0
2018-02-28 08:29:00,7,420.0,0,608.0,9087048.481907897,3.8996710526315783,2.960526315789474,207808.0,489768.0,1625012.196893229,2436977.9295116174,64154642.0,0.0,3385694.9285622854,3062635.8172681155,59.0,295.0,137.0,10.0,59.0,0.0,0.0,0.0,73.09173971127994,106.49775208678668,0.0,0.0,0.5296052631578947,141517.50424639654,72733.5320103601,5688690.713150419,121893.44293984996,135,21,17,24,24,113.36296296296297,43.64145082328616,14133.87969924812,25792.13294816311,66.53333333333333,200.3101624831597,8982,1173,0
2018-02-28 08:30:00,8,480.0,0,743.0,12847534.952893674,5.500672947510094,3.838492597577389,236224.0,1498031.0,895408.7134189632,1372271.5873271648,85000000.0,0.0,1434685.804777222,1389175.027754787,63.0,230.0,134.0,11.0,63.0,0.0,0.0,0.0,73.82230133124617,91.75501122416756,0.0,0.0,0.5720053835800808,1094637.6219910986,823649.6830955643,3970924.991682381,321957.1122390776,92,13,13,18,18,128.19565217391303,53.27107520424333,9593.333333333334,21473.985708873413,60.16304347826087,165.1186903893989,5535,1173,0
2018-02-28 08:31:00,9,540.0,0,1552.0,12868772.226804124,47.345360824742265,166.98904639175257,746488.0,366920423.0,964584.033814196,1718173.706181763,82339129.0,0.0,1959139.008128248,1786840.926805774,65.0,236.0,375.0,3.0,65.0,0.0,0.0,0.0,110.03661427527403,126.72852040660356,0.0,0.0,0.8086340206185567,95632.2547809473,50249.08618255343,5463791.987369526,418152.9639390457,423,14,12,67,67,163.50591016548464,66.81291938850346,5372.576923076923,15929.907333277144,399.1394799054373,596.9425035438248,168836,1460,0
